#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# NASA-VT Benchmark Validation for RANS/LES Investigations (BeVERLI)
#
# PIV DATA
#
# Hill orientation: 45 deg
# Profile angle (relative to x-axis): -227.74102757873806 deg
#

TITLE = "Plane3_x=neg0p4372m_Re=250k"
VARIABLES = "X (m)" "Y (m)" "Z (m)" "u/u_ref" "v/u_ref" "w/u_ref" "TKE/(u_ref)^2" "<rho u''u''>/(rho*u_ref^2)" "<rho v''v''>/(rho*u_ref^2)" "<rho w''w''>/(rho*u_ref^2)" "<rho u''v''>/(rho*u_ref^2)" "<rho v''w''>/(rho*u_ref^2)" "<rho u''w''>/(rho*u_ref^2)" "u_tau/u_ref" "nu_wall/(u_ref*H)" "u/uref_UQ" "v/uref_UQ" "w/uref_UQ" "<rho u''u''>/(rho*u_ref^2)_UQ" "<rho v''v''>/(rho*u_ref^2)_UQ" "<rho w''w''>/(rho*u_ref^2)_UQ" "<rho u''v''>/(rho*u_ref^2)_UQ" "<rho v''w''>/(rho*u_ref^2)_UQ" "<rho u''w''>/(rho*u_ref^2)_UQ" "TKE/(u_ref)^2_UQ"

#-----------------------------------------------------------------------------------------
#   EACH ZONE REFERS TO A DIFFERENT REYNOLDS NUMBER (and possibly grid level)
#-----------------------------------------------------------------------------------------

ZONE T ="Plane3_x=neg0p4372m_Re=250k"
#  NOTE: the AUXDATA variables below should change for every zone (i.e., every Reynolds number or grid level)
AUXDATA ReynoldsNumber   = "250k"
AUXDATA GridLevel        = "Level2"
AUXDATA GridCells        = "500"
AUXDATA RelIterConvLevel = "1E-8"
#  NOTE: the AUXDATA variables below should be the same for every zone
AUXDATA ID               = "X"
AUXDATA Name             = "Chris Roy"
AUXDATA SolverName       = "Experiment"
AUXDATA BasicAlgorithm   = "Cell Center Finite Volume Method"
AUXDATA TurbulenceModel  = "PIV"
AUXDATA FlowEqnOrder     = "2"
AUXDATA TurbEqnOrder     = "2"
AUXDATA Geometry         = "As-Built"
AUXDATA Profile          = "BLProfile#1"
AUXDATA Miscellaneous    = "-999.9"

  -0.437141433    0.022830183    0.000000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000    0.019514567    0.000003945 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000
  -0.437235686    0.023051424    0.000000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000    0.019514567    0.000003945 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000 -999.900000000
  -0.437329939    0.023272665    0.000000000    0.230317765   -0.003167247    0.004085246    0.007869659    0.006851979    0.000506686    0.008380653   -0.000381563   -0.000034841    0.000315771    0.019514567    0.000003945    0.005132840    0.011229333    0.005674074    0.000601736    0.000057754    0.000734597    0.000328830    0.000128650    0.000470092    0.000417501
  -0.437424192    0.023493905    0.000000000    0.232145987   -0.003172632    0.003367441    0.007739300    0.006870650    0.000489599    0.008118350   -0.000396660   -0.000025009    0.000361137    0.019514567    0.000003945    0.005139829    0.011314199    0.005584573    0.000603461    0.000057573    0.000711605    0.000329886    0.000124808    0.000463444    0.000414277
  -0.437518445    0.023715146    0.000000000    0.243427133   -0.003874487    0.001244533    0.007578105    0.006767617    0.000555362    0.007833230   -0.000476046    0.000002798    0.000433755    0.019514567    0.000003945    0.005102314    0.011866768    0.005485630    0.000594993    0.000067017    0.000686613    0.000325010    0.000130967    0.000452078    0.000410637
  -0.437612698    0.023936387    0.000000000    0.254587894   -0.004803029   -0.000009017    0.007456630    0.006706560    0.000648700    0.007558000   -0.000559098    0.000027576    0.000492929    0.019514567    0.000003945    0.005081133    0.012417223    0.005388396    0.000590340    0.000078483    0.000662488    0.000322184    0.000139307    0.000442333    0.000407992
  -0.437706951    0.024157628    0.000000000    0.264743836   -0.006029681    0.000139132    0.007406385    0.006727960    0.000779900    0.007304909   -0.000642290    0.000047479    0.000528993    0.019514567    0.000003945    0.005092271    0.012924226    0.005297409    0.000592997    0.000092387    0.000640304    0.000323335    0.000150165    0.000435757    0.000407130
  -0.437801204    0.024378868    0.000000000    0.272790057   -0.007329215    0.000904073    0.007449923    0.006824976    0.000948002    0.007126868   -0.000730091    0.000061960    0.000530519    0.019514567    0.000003945    0.005132694    0.013334319    0.005232454    0.000602392    0.000109064    0.000624698    0.000328236    0.000163182    0.000433530    0.000408734
  -0.437895457    0.024600109    0.000000000    0.279960085   -0.008641001    0.001833576    0.007518836    0.006940471    0.001122547    0.006974654   -0.000820117    0.000074098    0.000518462    0.019514567    0.000003945    0.005180470    0.013702200    0.005176276    0.000613512    0.000126405    0.000611355    0.000334265    0.000175293    0.000432443    0.000411040
  -0.437989710    0.024821350    0.000000000    0.285906504   -0.009931313    0.002808669    0.007596504    0.007056289    0.001289519    0.006847201   -0.000912105    0.000085704    0.000490084    0.019514567    0.000003945    0.005228602    0.014009533    0.005128763    0.000624775    0.000143403    0.000600184    0.000340565    0.000185769    0.000431914    0.000413631
  -0.438083963    0.025042590    0.000000000    0.291203614   -0.011184730    0.003598256    0.007676716    0.007174924    0.001448637    0.006729871   -0.001007881    0.000103258    0.000453780    0.019514567    0.000003945    0.005277876    0.014284013    0.005084631    0.000636426    0.000160105    0.000589899    0.000347239    0.000194872    0.000431640    0.000416353
  -0.438178216    0.025263831    0.000000000    0.296106752   -0.012412069    0.004268268    0.007755801    0.007293376    0.001601903    0.006616323   -0.001103814    0.000122331    0.000410517    0.019514567    0.000003945    0.005327176    0.014538277    0.005041554    0.000648152    0.000176415    0.000579946    0.000354086    0.000202899    0.000431347    0.000419059
  -0.438272469    0.025485072    0.000000000    0.300382164   -0.013554443    0.004748883    0.007824642    0.007402165    0.001744848    0.006502272   -0.001196127    0.000141523    0.000361514    0.019514567    0.000003945    0.005372722    0.014760735    0.004997912    0.000659069    0.000191795    0.000569949    0.000360582    0.000209684    0.000430637    0.000421484
  -0.438366722    0.025706313    0.000000000    0.304400922   -0.014706497    0.005147533    0.007895151    0.007514075    0.001882938    0.006393289   -0.001289288    0.000160379    0.000314631    0.019514567    0.000003945    0.005419618    0.014969909    0.004955851    0.000670347    0.000206887    0.000560397    0.000367360    0.000215816    0.000430104    0.000423971
  -0.438460975    0.025927553    0.000000000    0.308194576   -0.015842646    0.005452490    0.007961230    0.007626273    0.002015956    0.006280231   -0.001381544    0.000177883    0.000266562    0.019514567    0.000003945    0.005466673    0.015167343    0.004911836    0.000681706    0.000221571    0.000550487    0.000374247    0.000221190    0.000429348    0.000426343
  -0.438555229    0.026148794    0.000000000    0.311719324   -0.016883579    0.005623734    0.008030804    0.007748191    0.002142108    0.006171310   -0.001472601    0.000189610    0.000229057    0.019514567    0.000003945    0.005516575    0.015350793    0.004869056    0.000693944    0.000235705    0.000540939    0.000381637    0.000225932    0.000428926    0.000428803
  -0.438649482    0.026370035    0.000000000    0.315133988   -0.017919388    0.005764392    0.008100559    0.007874751    0.002265013    0.006061355   -0.001563554    0.000196259    0.000207167    0.019514567    0.000003945    0.005568049    0.015528319    0.004825484    0.000706636    0.000249607    0.000531301    0.000389312    0.000230195    0.000428510    0.000431268
  -0.438743735    0.026591276    0.000000000    0.318401084   -0.018948483    0.005840111    0.008172750    0.008007544    0.002384061    0.005953895   -0.001655126    0.000195882    0.000202765    0.019514567    0.000003945    0.005621575    0.015698099    0.004782518    0.000719930    0.000263278    0.000521882    0.000397335    0.000234036    0.000428252    0.000433804
